DateTime,Region,Value
08/01/2015 00:00:00,23,133745.7820
08/01/2015 00:00:00,24,840272.7430
08/01/2015 00:00:00,22,763974.8040
08/01/2015 00:00:00,21,655989.6760
08/01/2015 00:00:00,20,1552947.6700
08/01/2015 00:00:00,19,464554.1440
08/01/2015 00:00:00,18,2340351.6760
08/01/2015 00:00:00,17,368371.6130
08/01/2015 00:00:00,16,2324268.3170
08/01/2015 00:00:00,15,21167.3980
08/01/2015 00:00:00,14,18611.0210
08/01/2015 00:00:00,13,832511.7830
08/01/2015 00:00:00,12,1171022.4680
08/01/2015 00:00:00,11,3854649.1460
08/01/2015 00:00:00,10,1120544.4130
08/01/2015 00:00:00,9,1036015.7030
08/01/2015 00:00:00,8,353605.8220
08/01/2015 00:00:00,7,845503.3740
08/01/2015 00:00:00,6,3621936.2190
08/01/2015 00:00:00,5,21167.3980
08/01/2015 00:00:00,4,18611.0210
08/01/2015 00:00:00,3,655989.6760
08/01/2015 00:00:00,2,763974.8040
08/01/2015 00:00:00,1,20860300.9020
